text,department,urgency
"I received a bill for ""Damaged Property"" in my dorm, but I haven't lived in that dorm for two years. The admin office has clearly mixed up my student ID with someone else's.",Administration,Medium
"I am being charged ""In-State"" tuition even though I am an international student. I don't want to get in trouble later for a mistake the university made, so I’m reporting it now.",Administration,Medium
"I need an emergency loan to cover my medical bills after a car accident. I saw there is an ""Emergency Fund"" on the website. Who is the specific admin person I need to speak to?",Administration,High
"The ""Class Schedule"" search tool is down, and I need to find the room number for my 9:00 AM class. It’s 8:50 AM and I’m just standing in the quad lost.",Administration,Medium
"My work-study paycheck was short by 10 hours this week. My supervisor says he approved all my hours, so the error must be in the payroll processing.",Administration,Medium
"I was overcharged for my orientation fee. I’m a transfer student and I was told the fee would be waived, but it was still added to my bill.",Administration,Low
"I need a ""Certificate of English Proficiency"" for an internship in the UK. Does the administration provide this based on our grades, or do I have to take an external test?",Administration,Low
"My ""Enrollment Verification"" was sent to the wrong insurance company. Now my health coverage is being canceled because they think I’m no longer a student.",Administration,High
The graduation fee is $150. Can someone explain why it costs so much just to get a piece of paper that we already earned?,Administration,Low
"I’m trying to add a second major, but the system says I’ve exceeded the ""Maximum Credit Limit."" I need an administrative override to continue my studies.",Administration,Medium
